pl_name,default_flag,disc_facility,tran_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_imppar,pl_trandep,pl_trandur,pl_ratror,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
TOI-677 b,0.8902629999999999,Transiting Exoplanet Survey Satellite (TESS),1,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..145J/abstract target=ref>Jord&aacute;n et al. 2020</a>,11.2366,0.1038,13.115,1.17,392.83788,1.236,,,392.83788,1.236,Mass,0.435,,1252.0,87.63,0.723,,2.5776,0.0942,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..145J/abstract target=ref>Jord&aacute;n et al. 2020</a>,F8,6295.0,1.28,1.18,0.0,[Fe/H],4.29,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h36m28.65s,144.1193594,-50d27m47.14s,-50.4630933,10.35,9.822000000000001,8.722000000000001,8.47,8.429,,,,,9.66082,2020-05-01 12:56:12,2020-04,2020-05-07
TOI-700 b,1,M2 V,1,<a refstr=RODRIGUEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200100954R/abstract target=ref>Rodriguez et al. 2020</a>,9.97702,0.0677,1.037,0.09300000000000001,,,,,,,,0.081,5.0,417.0,89.66,0.21,0.0503,2.2632,0.0224,<a refstr=RODRIGUEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200100954R/abstract target=ref>Rodriguez et al. 2020</a>,,3461.0,0.42,0.41,-0.07,[Fe/H],4.8,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h28m22.97s,97.09571650000001,-65d34m43.01s,-65.57861489999999,14.55,13.151,9.469,8.892999999999999,8.634,,,,,12.0665,2020-07-17 08:21:08,2020-01,2020-07-23
TOI-700 c,1,M2 V,1,<a refstr=RODRIGUEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200100954R/abstract target=ref>Rodriguez et al. 2020</a>,16.05111,0.0929,2.65,0.23600000000000002,,,,,,,,0.078,2.66,356.0,88.868,0.893,0.32899999999999996,1.4136,0.0573,<a refstr=RODRIGUEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200100954R/abstract target=ref>Rodriguez et al. 2020</a>,,3461.0,0.42,0.41,-0.07,[Fe/H],4.8,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h28m22.97s,97.09571650000001,-65d34m43.01s,-65.57861489999999,14.55,13.151,9.469,8.892999999999999,8.634,,,,,12.0665,2020-07-17 08:21:10,2020-01,2020-07-23
TOI-700 d,1,M2 V,1,<a refstr=RODRIGUEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200100954R/abstract target=ref>Rodriguez et al. 2020</a>,37.42475,0.1633,1.1440000000000001,0.102,,,,,,,,0.111,0.85,269.0,89.79,0.3,0.0613,3.3216,0.02476,<a refstr=RODRIGUEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200100954R/abstract target=ref>Rodriguez et al. 2020</a>,,3461.0,0.42,0.41,-0.07,[Fe/H],4.8,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h28m22.97s,97.09571650000001,-65d34m43.01s,-65.57861489999999,14.55,13.151,9.469,8.892999999999999,8.634,,,,,12.0665,2020-07-17 08:21:10,2020-01,2020-07-23
TOI-849 b,0.141,Transiting Exoplanet Survey Satellite (TESS),1,<a refstr=ARMSTRONG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200310314A/abstract target=ref>Armstrong et al. 2020</a>,0.76552414,0.01598,3.444,0.307,39.09,0.12299000000000002,,,39.09,0.12299000000000002,Mass,0.0,,,86.8,0.212,,1.57,0.03443,<a refstr=ARMSTRONG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200310314A/abstract target=ref>Armstrong et al. 2020</a>,G,5373.8,0.92,0.93,0.19,[Fe/H],4.48,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h54m51.79s,28.7157956,-29d25m18.15s,-29.421708600000002,12.842,11.981,10.832,10.481,10.418,,,,,12.0645,2020-07-02 02:58:05,2020-03,2020-07-09
TRAPPIST-1 b,1,5.28,1,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,1.51087081,0.01111,1.0859999999999999,0.09699999999999999,0.85,0.00267,,,0.85,0.00267,Mass,0.081,4.25,400.0,89.65,0.126,0.7266,0.6067,,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,,2559.0,0.12,0.08,0.04,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.043461799999999,,17.02,11.354000000000001,10.718,10.296,23.3056,19.6235,17.9963,15.0923,15.6451,2017-02-17 14:02:04,2017-02,2017-02-22
TRAPPIST-1 c,1,5.28,1,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,2.4218233,0.01521,1.056,0.094,1.38,0.00434,,,1.38,0.00434,Mass,0.083,2.27,342.0,89.67,0.161,0.687,0.7062,,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,,2559.0,0.12,0.08,0.04,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.043461799999999,,17.02,11.354000000000001,10.718,10.296,23.3056,19.6235,17.9963,15.0923,15.6451,2017-02-17 14:02:05,2017-02,2017-02-22
TRAPPIST-1 d,1,La Silla Observatory,1,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,4.0496099999999995,0.02144,0.772,0.069,0.41,0.0012900000000000001,,,0.41,0.0012900000000000001,Mass,0.07,1.14,288.0,89.75,0.17,0.36700000000000005,0.8188,,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,,2559.0,0.12,0.08,0.04,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.043461799999999,,17.02,11.354000000000001,10.718,10.296,23.3056,19.6235,17.9963,15.0923,15.6451,2017-02-17 14:02:05,2017-02,2017-02-22
TRAPPIST-1 e,1,Multiple Observatories,1,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,6.099615,0.02817,0.9179999999999999,0.08199999999999999,0.62,0.00195,,,0.62,0.00195,Mass,0.085,0.66,251.0,89.86,0.12,0.519,0.9535,,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,,2559.0,0.12,0.08,0.04,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.043461799999999,,17.02,11.354000000000001,10.718,10.296,23.3056,19.6235,17.9963,15.0923,15.6451,2017-02-17 14:02:05,2017-02,2017-02-22
TRAPPIST-1 f,1,Multiple Observatories,1,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,9.20669,0.0371,1.045,0.09300000000000001,0.68,0.00214,,,0.68,0.00214,Mass,0.063,0.38,219.0,89.68,0.382,0.6729999999999999,1.043,,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,,2559.0,0.12,0.08,0.04,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.043461799999999,,17.02,11.354000000000001,10.718,10.296,23.3056,19.6235,17.9963,15.0923,15.6451,2017-02-17 14:02:06,2017-02,2017-02-22
TRAPPIST-1 g,1,Multiple Observatories,1,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,12.35294,0.0451,1.127,0.10099999999999999,1.34,0.004220000000000001,,,1.34,0.004220000000000001,Mass,0.061,0.26,199.0,89.71,0.42100000000000004,0.782,1.14,,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,,2559.0,0.12,0.08,0.04,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.043461799999999,,17.02,11.354000000000001,10.718,10.296,23.3056,19.6235,17.9963,15.0923,15.6451,2017-02-17 14:02:06,2017-02,2017-02-22
TRAPPIST-1 h,5.28,Multiple Observatories,1,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,20.0,0.063,0.755,0.067,,,,,,,,,0.13,168.0,89.8,0.45,0.35200000000000004,1.28,,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,,2559.0,0.12,0.08,0.04,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.043461799999999,,17.02,11.354000000000001,10.718,10.296,23.3056,19.6235,17.9963,15.0923,15.6451,2017-06-13 13:57:32,2017-02,2017-02-22
TrES-1 b,0,2.23,1,<a refstr=BALUEV_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.450.3101B/abstract target=ref>Baluev et al. 2015</a>,3.03006973,,,,,,,,,,,,,,,0.191,,2.508,0.13781,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5242.82,0.86,0.9,0.040999999999999995,[M/H],4.52,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m09.81s,286.04087549999997,+36d37m57.13s,36.632536,12.352,11.424000000000001,10.294,9.887,9.818999999999999,,,,,11.5565,2018-04-25 14:05:08,2015-07,2015-04-24
TrES-2 b,0,TrES,1,<a refstr=KIPPING__AMP__BAKOS_2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...733...36K/abstract target=ref>Kipping &amp; Bakos 2011</a>,2.47061892,0.03563,13.305,1.187,1344.0,1.202,,,382.03166,1.202,Mass,0.018000000000000002,,,84.07,0.8418,1.633,1.7890000000000001,0.1278,<a refstr=KIPPING__AMP__BAKOS_2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...733...36K/abstract target=ref>Kipping &amp; Bakos 2011</a>,,5850.0,0.95,0.99,-0.15,[Fe/H],4.4,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,11.855,11.254000000000001,10.232000000000001,9.92,9.846,,,,,11.2819,2018-04-25 14:05:34,2011-05,2016-09-08
TrES-3 b,0,TrES,1,<a refstr=CHRISTIANSEN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...94C/abstract target=ref> Christiansen et al. 2011 </a>,1.30618608,,14.796,1.32,607.03,1.91,,,607.03,1.91,Mass,0.0,,,81.99,,,1.365,0.1661,<a refstr=CHRISTIANSEN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...94C/abstract target=ref> Christiansen et al. 2011 </a>,,,0.82,0.93,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h52m06.99s,268.0291106,+37d32m46.78s,37.546326799999996,12.987,12.362,11.015,10.655,10.607999999999999,,,,,12.1995,2015-02-26,2011-01,2015-02-26
TrES-4 b,1.0,TrES,1,<a refstr=SOZZETTI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575L..15S/abstract target=ref>Sozzetti et al. 2015</a>,3.55392771,0.0516,20.601999999999997,1.838,157.00802,0.494,,,157.00802,0.494,Mass,0.016,,1795.0,83.07,0.7440000000000001,,3.658,0.10452,<a refstr=SOZZETTI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575L..15S/abstract target=ref>Sozzetti et al. 2015</a>,,6295.0,1.81,1.45,0.28,[Fe/H],4.09,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h53m13.04s,268.3043361,+37d12m42.26s,37.2117397,12.347999999999999,11.932,10.583,10.35,10.33,,,,,11.4731,2018-04-25 14:05:04,2015-03,2016-05-05
V1298 Tau c,1,K2,1,<a refstr=DAVID_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...885L..12D/abstract target=ref>David et al. 2019</a>,8.24958,0.0825,5.59,0.499,,,,,,,,0.43,146.0,968.0,88.49,0.34,,4.66,0.0381,<a refstr=DAVID_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...885L..12D/abstract target=ref>David et al. 2019</a>,,,1.34,1.1,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h05m19.60s,61.331654,+20d09m25.31s,20.1570318,11.114,10.115,8.687000000000001,8.191,8.094,14.9719,14.6179,14.1993,13.883,10.0702,2019-10-18 16:11:37,2019-11,2019-10-24
WASP-10 b,0.15918,SuperWASP,1,<a refstr=CHRISTIAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009MNRAS.392.1585C/abstract target=ref> Christian et al. 2009 </a>,3.0927636,0.0369,14.347999999999999,1.28,940.7768,2.96,,,940.7768,2.96,Mass,0.059000000000000004,,,86.9,0.568,2.9,2.356344,,<a refstr=CHRISTIAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009MNRAS.392.1585C/abstract target=ref> Christian et al. 2009 </a>,,4675.0,0.78,0.7,0.03,[M/H],4.4,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m58.33s,348.9930457,+31d27m45.90s,31.462750800000002,13.499,12.413,10.603,10.117,9.982999999999999,15.7711,13.7477,12.2343,11.9313,12.1739,2017-01-10 21:07:55,2009-02,2016-12-08
WASP-100 b,0,SuperWASP,1,<a refstr=HELLIER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.1982H/abstract target=ref> Hellier et al. 2014 </a>,2.849375,0.0457,18.94,1.69,645.17,2.03,,,645.17,2.03,Mass,0.0,,2190.0,82.6,0.64,0.76,3.84,,<a refstr=HELLIER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.1982H/abstract target=ref> Hellier et al. 2014 </a>,F2,6900.0,,1.57,-0.03,[Fe/H],4.04,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h35m50.36s,68.95981590000001,-64d01m37.34s,-64.027039,11.065999999999999,10.798,9.928001,9.715,9.669,,,,,10.6151,2018-04-25 14:06:26,2014-05,2014-05-14
WASP-101 b,0,SuperWASP,1,<a refstr=HELLIER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.1982H/abstract target=ref> Hellier et al. 2014 </a>,3.585722,0.0506,15.8,1.41,158.91,0.5,,,158.91,0.5,Mass,0.0,,1560.0,85.0,0.736,1.26,2.7119999999999997,,<a refstr=HELLIER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.1982H/abstract target=ref> Hellier et al. 2014 </a>,F6,6400.0,1.29,1.34,0.2,[Fe/H],4.34,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h33m24.26s,98.35110159999999,-23d29m09.91s,-23.486086,10.783,10.335999999999999,9.334,9.124,9.075,,,,,10.138,2018-04-25 14:06:04,2014-05,2014-05-14
WASP-103 b,1,SuperWASP,1,<a refstr=GILLON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...562L...3G/abstract target=ref> Gillon et al. 2014 </a>,0.925542,0.01985,17.127,1.528,473.54699999999997,1.49,,,473.54699999999997,1.49,Mass,,,2508.0,86.3,0.19,1.195,2.593,0.1093,<a refstr=GILLON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...562L...3G/abstract target=ref> Gillon et al. 2014 </a>,F8 V,6110.0,1.44,1.22,0.06,[Fe/H],4.22,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h37m15.57s,249.31486040000001,+07d11m00.15s,7.1833758,12.979000000000001,12.402000000000001,11.1,10.857000000000001,10.767000000000001,,,,,12.1931,2014-05-14,2014-02,2014-05-14
WASP-104 b,1,SuperWASP,1,<a refstr=SMITH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..64S/abstract target=ref>Smith et al. 2014</a>,1.7554136999999999,0.02918,12.745,1.137,404.26300000000003,1.272,,,404.26300000000003,1.272,Mass,0.0,,1516.0,83.63,0.7240000000000001,1.474,1.7620799999999999,,<a refstr=SMITH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..64S/abstract target=ref>Smith et al. 2014</a>,G8,5475.0,0.96,1.08,0.32,[Fe/H],4.5,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h42m24.57s,160.6023689,+07d26m06.28s,7.4350768,12.617,11.779000000000002,10.36,9.979,9.882,15.64,14.685,14.5811,13.4129,11.5931,2014-09-25,2014-10,2014-09-25
WASP-105 b,1,SuperWASP-South,1,<a refstr=ANDERSON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A.110A/abstract target=ref>Anderson et al. 2017</a>,7.87288,0.075,10.761,0.96,572.094,1.8,,,572.094,1.8,Mass,0.0,,900.0,89.7,0.1,1.2,3.72,,<a refstr=ANDERSON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A.110A/abstract target=ref>Anderson et al. 2017</a>,K2,5070.0,0.9,0.89,0.28,[Fe/H],4.2,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h36m40.29s,24.167868600000002,-50d39m33.51s,-50.659308,12.954,12.049000000000001,10.456,10.041,9.935,,,,,11.8445,2017-08-14 17:01:31,2017-08,2017-08-17
WASP-107 b,1,SuperWASP-South,1,<a refstr=ANDERSON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A.110A/abstract target=ref>Anderson et al. 2017</a>,5.72149,0.055,10.536,0.94,38.1396,0.12,,,38.1396,0.12,Mass,0.0,,770.0,89.7,0.09,2.17,2.7528,,<a refstr=ANDERSON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A.110A/abstract target=ref>Anderson et al. 2017</a>,K6,4430.0,0.66,0.69,0.02,[Fe/H],4.5,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h33m32.74s,188.38642769999998,-10d08m46.37s,-10.1462141,14.913,11.592,9.378,8.777000000000001,8.637,,,,,11.174000000000001,2017-08-14 17:01:31,2017-08,2017-08-17
WASP-11 b,0,SuperWASP,1,<a refstr=WEST_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...502..395W/abstract target=ref> West et al. 2009 </a>,3.722465,0.043,10.2,0.91,168.4499,0.53,,,168.4499,0.53,Mass,0.0,,960.0,89.8,0.054000000000000006,1.62,2.556,,<a refstr=WEST_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...502..395W/abstract target=ref> West et al. 2009 </a>,,4800.0,0.74,0.77,0.0,[M/H],4.45,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h09m28.55s,47.3689472,+30d40m24.17s,30.673381699999997,12.575,11.567,10.015,9.56,9.421,,,,,11.5535,2018-04-25 14:04:58,2009-07,2016-12-08
WASP-113 b,1,SuperWASP-North,1,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.113B/abstract target=ref>Barros et al. 2016</a>,4.54216875,0.05885,15.793,1.409,150.96925,0.475,,,150.96925,0.475,Mass,0.0,,1496.0,86.46,0.486,0.809,4.2984,,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.113B/abstract target=ref>Barros et al. 2016</a>,G1,5890.0,1.61,1.32,0.1,[Fe/H],4.2,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h59m29.49s,224.8728589,+46d57m36.36s,46.96009960000001,12.464,11.761,10.636,10.33,10.311,14.9317,12.2366,11.6501,11.569,11.6041,2016-07-14 15:59:38,2016-10,2016-07-18
WASP-114 b,1,SuperWASP-North,1,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.113B/abstract target=ref>Barros et al. 2016</a>,1.5487743,0.02851,15.009,1.339,562.24127,1.7690000000000001,,,562.24127,1.7690000000000001,Mass,0.012,,2043.0,83.96,0.457,0.927,2.78208,,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.113B/abstract target=ref>Barros et al. 2016</a>,G0,5940.0,1.43,1.29,0.14,[Fe/H],4.3,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h50m39.77s,327.66569530000004,+10d27m46.58s,10.4629385,13.360999999999999,12.685,11.421,11.172,11.074000000000002,15.5387,13.0723,12.5318,12.3797,12.5227,2016-07-14 15:59:38,2016-10,2016-07-18
WASP-118 b,1,SuperWASP,0.08059,<a refstr=HAY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.3276H/abstract target=ref>Hay et al. 2016</a>,4.0460435,0.054529999999999995,16.141,1.44,163.36462,0.514,,,163.36462,0.514,Mass,0.0,,1729.0,88.7,0.16,0.755,4.8048,,<a refstr=HAY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.3276H/abstract target=ref>Hay et al. 2016</a>,F6,6410.0,1.7,1.32,0.16,[Fe/H],4.1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h18m12.14s,19.5505861,+02d42m10.02s,2.7027847,11.622,11.009,10.087,9.847000000000001,9.788,,,,,10.9196,2016-09-06 22:07:24,2016-12,2016-09-08
WASP-119 b,1,SuperWASP-South,1,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,2.49979,0.0363,15.693,1.4,390.9309,1.23,,,390.9309,1.23,Mass,0.057999999999999996,,1600.0,85.0,0.5,,3.0239999999999996,,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,G5,5650.0,1.2,1.02,0.14,[Fe/H],4.26,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h43m44.07s,55.9336392,-65d11m37.61s,-65.19378,13.039000000000001,12.314,10.924000000000001,10.612,10.545,,,,,12.1014,2016-05-03 21:57:39,2016-06,2016-05-05
WASP-12 b,0,SuperWASP,1,<a refstr=COLLINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...78C/abstract target=ref>Collins et al. 2017</a>,1.0914203000000002,0.0234,21.296999999999997,1.9,467.2101,1.47,464.0318,1.46,467.2101,1.47,Mass,0.0,,2580.0,83.37,0.35100000000000003,1.389,2.99592,0.11785,<a refstr=COLLINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...78C/abstract target=ref>Collins et al. 2017</a>,,6360.0,1.66,1.43,0.33,[Fe/H],4.16,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h30m32.79s,97.636645,+29d40m20.16s,29.672266200000003,12.139000000000001,11.569,10.477,10.228,10.187999999999999,,,,,11.4999,2019-07-08 11:33:45,2017-02,2016-09-15
