pl_name,default_flag,disc_facility,tran_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_imppar,pl_trandep,pl_trandur,pl_ratror,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
K2-199 b,0,0.17,1,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,3.225,,,,,,,,,,,,,,,0.02,0.057999999999999996,1.8268799999999998,0.0241,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4550.0,0.7,0.72,,,4.6,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h55m36.35s,208.90145080000002,-06d08m09.90s,-6.1360833,13.323,12.357999999999999,10.277000000000001,9.726,9.625,15.7495,13.0845,11.9667,11.5964,11.9053,2016-07-18,2016-10,2016-07-18
K2-199 c,0,0.27,1,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,7.374,,,,,,,,,,,,,,,0.13,0.1431,2.316,0.03783,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4550.0,0.7,0.72,,,4.6,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h55m36.35s,208.90145080000002,-06d08m09.90s,-6.1360833,13.323,12.357999999999999,10.277000000000001,9.726,9.625,15.7495,13.0845,11.9667,11.5964,11.9053,2016-07-18,2016-10,2016-07-18
K2-200 b,1.38,K2,1,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,2.85,,,,,,,,,,,,,,,0.132,0.025,1.33008,0.01581,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5017.84,0.81,0.83,-0.01,[M/H],4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h29m00.29s,202.251206,-04d36m36.19s,-4.6100532,13.38,12.427999999999999,10.877,10.46,10.375,,,,,12.2315,2016-07-18,2016-10,2016-07-18
K2-201 b,0,K2,1,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,1.059806,,1.47,,,,,,,,,,,,,,0.02514,1.7496,0.0147,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.92,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m14.57s,293.5607117,-23d07m52.60s,-23.1312775,13.061,12.168,10.652999999999999,10.273,10.198,,,,,11.9432,2019-09-05,2019-09,2019-09-05
K2-201 c,0,K2,1,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,22.7768,,3.39,,,,,,,,,,,,,,0.1252,3.648,0.0338,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.92,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m14.57s,293.5607117,-23d07m52.60s,-23.1312775,13.061,12.168,10.652999999999999,10.273,10.198,,,,,11.9432,2019-09-05,2019-09,2019-09-05
K2-202 b,0,K2,1,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,3.4050870000000004,,2.31,,,,,,,,,,,,,,0.0579,2.0328,0.022930000000000002,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.92,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h53m03.44s,283.2643203,-22d24m25.40s,-22.4070553,14.189,13.354000000000001,11.547,11.144,11.046,,,,,13.0435,2019-09-05,2019-09,2019-09-05
K2-203 b,0,K2,1,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,9.6897,,1.37,,,,,,,,,,,,,,0.0284,3.552,0.0162,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.78,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h51m05.69s,12.7736909,-01d11m45.18s,-1.1958844,13.262,12.390999999999998,10.773,10.280999999999999,10.206,15.6852,13.0329,12.149000000000001,11.9231,12.1219,2019-09-05,2019-09,2019-09-05
K2-204 b,0,K2,1,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,7.05647,,2.76,,,,,,,,,,,,,,0.0554,4.4639999999999995,0.02313,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.09,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h09m31.80s,17.382506699999997,-00d31m03.91s,-0.5177539000000001,13.642999999999999,12.985,11.839,11.569,11.478,,,,,12.8893,2019-09-05,2019-09,2019-09-05
K2-207 b,0,K2,1,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,12.4904,,3.59,,,,,,,,,,,,,,0.0904,4.296,0.0354,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.93,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h46m47.92s,11.6996481,+00d38m26.23s,0.6406182,13.905999999999999,13.175,11.78,11.456,11.383,15.6392,15.7441,13.0255,12.9076,12.9687,2019-09-05,2019-09,2019-09-05
K2-208 b,0,K2,1,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,4.19121,,1.75,,,,,,,,,,,,,,0.0365,2.184,0.018000000000000002,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.89,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h23m06.96s,20.778980899999997,+00d53m20.43s,0.8890075999999999,13.227,12.577,11.164000000000001,10.824000000000002,10.745999999999999,15.3656,12.8814,12.3448,14.6964,12.3135,2019-09-05,2019-09,2019-09-05
K2-21 b,0,K2,1,4.83,9.32414,0.0731,1.59,0.142,,,,,,,,,11.0,500.0,88.3,0.7,,2.305,0.026000000000000002,<a refstr=PETIGURA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...811..102P/abstract target=ref>Petigura et al. 2015</a>,M0.0,4043.0,0.6,0.64,-0.11,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h41m12.91s,340.30378460000003,-14d29m21.57s,-14.489325599999999,14.138,12.850999999999999,10.251,9.633,9.417,,,,,12.2785,2017-12-12 21:45:56,2015-10,2015-09-18
K2-21 c,0,K2,1,<a refstr=PETIGURA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...811..102P/abstract target=ref>Petigura et al. 2015</a>,4.61,0.1026,1.92,0.171,,,,,,,,,5.6,420.0,89.08,0.66,,2.296,0.0315,<a refstr=PETIGURA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...811..102P/abstract target=ref>Petigura et al. 2015</a>,M0.0,4043.0,0.6,0.64,-0.11,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h41m12.91s,340.30378460000003,-14d29m21.57s,-14.489325599999999,14.138,12.850999999999999,10.251,9.633,9.417,,,,,12.2785,2017-12-12 21:45:56,2015-10,2015-09-18
K2-211 b,0,K2,1,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,0.669573,,1.44,,,,,,,,,,,,,,0.0278,1.3248,0.0157,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.84,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h24m25.48s,21.1061587,+01d42m17.68s,1.7049101000000002,,13.1547,11.624,11.205,11.104000000000001,15.8021,15.698,15.2988,15.1844,12.9329,2019-09-05,2019-09,2019-09-05
K2-212 b,0.1603,K2,1,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,9.795546,,2.6,0.23,,,,,,,,,,,,0.45,,2.5992,0.0357,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,0.67,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h13m41.78s,18.424101500000003,+03d05m49.46s,3.0970732000000005,14.401,12.977,10.629000000000001,10.015,9.856,16.7814,16.7233,15.8655,11.8544,12.55,2017-12-14,2018-01,2017-12-14
K2-214 b,0.04,K2,1,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,8.596724,,2.5,0.22,,,,,,,,,,,,0.48,,3.7296,0.0175,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,1.29,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h59m30.23s,14.8759777,+04d13m39.98s,4.2277722,12.145999999999999,11.806,10.575999999999999,10.217,10.222999999999999,14.5997,12.1781,11.3536,11.2429,11.599,2017-12-14,2018-01,2017-12-14
K2-215 b,0,K2,1,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,8.26947,,2.63,,,,,,,,,,,,,,0.0543,2.2319999999999998,0.0223,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.08,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h13m52.82s,18.4700795,+06d07m25.91s,6.1238647,13.720999999999998,12.99,11.679,11.405,11.298,15.3699,13.5869,12.8828,12.7202,12.8302,2019-09-05,2019-09,2019-09-05
K2-216 b,1,0.062,1,<a refstr=PERSSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A..33P/abstract target=ref>Persson et al. 2018</a>,2.1748,0.027999999999999997,1.75,0.156,8.0,0.025169999999999998,,,8.0,0.025169999999999998,Mass,0.0,248.0,1103.0,86.9,0.45,,1.84,0.0221,<a refstr=PERSSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A..33P/abstract target=ref>Persson et al. 2018</a>,K5 V,4503.0,0.72,0.7,0.0,[Fe/H],4.57,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h45m55.26s,11.480235400000002,+06d20m49.31s,6.347030200000001,13.562999999999999,12.402999999999999,10.394,9.856,9.721,,,,,12.0576,2018-11-02 15:15:40,2018-10,2018-11-01
K2-218 b,0,K2,1,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,8.68055,,2.79,,,,,,,,,,,,,,0.0598,3.84,0.0232,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.1,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h51m14.31s,12.809613,+06d50m47.16s,6.8464327,13.581,12.92,11.562999999999999,11.267000000000001,11.206,14.9049,13.5754,12.7844,12.6577,12.7137,2019-09-05,2019-09,2019-09-05
K2-219 b,0,K2,1,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,3.9009,,1.47,,,,,,,,,,,,,,0.011729999999999999,3.408,0.0102,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.32,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h51m22.87s,12.845296300000001,+08d52m03.17s,8.8675474,12.837,12.09,10.849,10.509,10.424000000000001,14.7686,12.6856,11.9375,11.7894,11.911,2019-09-05,2019-09,2019-09-05
K2-219 c,0,K2,1,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,6.6674,,1.66,,,,,,,,,,,,,,0.013999999999999999,4.824,0.01154,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.32,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h51m22.87s,12.845296300000001,+08d52m03.17s,8.8675474,12.837,12.09,10.849,10.509,10.424000000000001,14.7686,12.6856,11.9375,11.7894,11.911,2019-09-05,2019-09,2019-09-05
K2-219 d,0,K2,1,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,11.13878,,2.84,,,,,,,,,,,,,,0.0419,4.896,0.01969,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.32,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h51m22.87s,12.845296300000001,+08d52m03.17s,8.8675474,12.837,12.09,10.849,10.509,10.424000000000001,14.7686,12.6856,11.9375,11.7894,11.911,2019-09-05,2019-09,2019-09-05
K2-220 b,0.0537,K2,1,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,13.683038,,2.3,0.21,,,,,,,,,,,,0.47,,3.12,0.0213,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,0.99,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h51m04.80s,12.770007099999999,+09d31m00.37s,9.516769400000001,12.610999999999999,11.873,10.582,10.23,10.161,14.8923,15.0065,14.5512,11.511,11.7214,2017-12-14,2018-01,2017-12-14
K2-221 b,0,K2,1,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.398982,,1.98,,,,,,,,,,,,,,0.0312,2.5032,0.01695,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.07,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h06m37.21s,16.655028599999998,+10d11m23.06s,10.189738499999999,13.327,12.571,11.229000000000001,10.884,10.852,15.1094,13.1805,15.7092,12.1782,12.4149,2019-09-05,2019-09,2019-09-05
K2-222 b,0,K2,1,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,15.386795999999999,,2.1,0.19,,,,,,,,,,,,0.47,,4.3896,0.0202,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,0.96,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h05m51.00s,16.4625203,+11d45m13.38s,11.7537171,10.038,9.543,8.423,8.169,8.105,,,,,9.36072,2017-12-14,2018-01,2017-12-14
K2-223 b,0,K2,1,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,0.50565,,0.89,,,,,,,,,,,2271.0,,0.41,0.01,0.9,0.0083,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5819.0,0.98,1.05,,,4.47,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h21m13.48s,185.306183,-10d16m55.53s,-10.2820915,12.132,11.443,10.177,9.946,9.835,,,,,11.2736,2018-08-02,2018-08,2018-08-02
K2-223 c,0,K2,1,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,4.563269999999999,,1.57,,,,,,,,,,,1091.0,,0.42,0.02,2.8008,0.0146,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5819.0,0.98,1.05,,,4.47,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h21m13.48s,185.306183,-10d16m55.53s,-10.2820915,12.132,11.443,10.177,9.946,9.835,,,,,11.2736,2018-08-02,2018-08,2018-08-02
K2-224 b,0,K2,1,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,4.47904,,1.56,,,,,,,,,,,1002.0,,0.41,3.27,2.4,0.017,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5681.0,0.8,1.01,,,4.63,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h38m48.99s,189.7041426,-10d03m38.14s,-10.060594199999999,13.357000000000001,12.7,11.352,11.029000000000002,10.94,,,,,12.5216,2018-08-02,2018-08,2018-08-02
K2-224 c,0,K2,1,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,10.09489,,2.41,,,,,,,,,,,764.0,,0.4,5.928,3.6,0.0262,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5681.0,0.8,1.01,,,4.63,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h38m48.99s,189.7041426,-10d03m38.14s,-10.060594199999999,13.357000000000001,12.7,11.352,11.029000000000002,10.94,,,,,12.5216,2018-08-02,2018-08,2018-08-02
K2-225 b,0,K2,1,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,15.87209,,3.49,,,,,,,,,,,902.0,,0.4,0.034,4.6008,0.0188,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5470.61,1.83,0.96,0.377,[M/H],3.89,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h26m09.86s,186.54109580000002,-09d37m29.36s,-9.624823199999998,12.264000000000001,11.835999999999999,10.362,10.046,9.954001,,,,,11.5203,2018-08-02,2018-08,2018-08-02
K2-226 b,0,K2,1,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,3.27108,,1.54,,,,,,,,,,,1120.0,,0.45,0.027000000000000003,2.4,0.0156,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5268.0,0.9,0.9,,,4.48,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h14m34.96s,183.64566430000002,-09d33m45.46s,-9.5626286,13.194,12.337,10.697000000000001,10.307,10.222999999999999,,,,,12.0917,2018-08-02,2018-08,2018-08-02
K2-228 b,0,K2,1,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,2.69828,,1.21,,,,,,,,,,,914.0,,0.42,2.5869999999999997,1.5,0.017,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4522.69,0.61,0.71,-0.175,[M/H],4.72,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h29m10.73s,187.29470469999998,-06d50m03.13s,-6.834202799999999,14.112,13.027999999999999,10.978,10.439,10.324000000000002,,,,,12.6527,2018-08-02,2018-08,2018-08-02
K2-229 b,0,K2,1,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,0.58426,,1.14,,,,,,,,,,,1818.0,,0.38,1.625,1.5,0.0133,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5214.47,0.79,0.89,0.12,[M/H],4.59,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h27m29.50s,186.8729195,-06d43m18.65s,-6.721847400000001,12.049000000000001,10.985,9.517999999999999,9.126,9.05,,,,,10.7861,2018-08-02,2018-08,2018-08-02
K2-229 c,0,K2,1,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,8.32727,,2.03,,,,,,,,,,,750.0,,0.39,5.325,2.5008,0.0236,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5214.47,0.79,0.89,0.12,[M/H],4.59,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h27m29.50s,186.8729195,-06d43m18.65s,-6.721847400000001,12.049000000000001,10.985,9.517999999999999,9.126,9.05,,,,,10.7861,2018-08-02,2018-08,2018-08-02
K2-230 b,0,K2,1,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,2.86041,,1.96,,,,,,,,,,,1529.0,,0.39,0.02,2.5992,0.0129,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6047.0,1.35,1.12,,,4.23,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h45m27.15s,191.363117,-06d34m33.78s,-6.576051,13.298,12.789000000000001,11.575,11.322000000000001,11.257,15.3031,13.0544,12.6272,12.5117,12.5751,2018-08-02,2018-08,2018-08-02
K2-231 b,0.0635,K2,1,<a refstr=CURTIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..173C/abstract target=ref>Curtis et al. 2018</a>,13.841901000000002,,2.5,0.223,,,,,,,,,,,88.6,0.55,,2.94,0.0239,<a refstr=CURTIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..173C/abstract target=ref>Curtis et al. 2018</a>,,5695.0,0.95,1.01,0.14,[Fe/H],4.48,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m22.04s,289.0918242,-15d46m16.38s,-15.771217800000002,13.5,12.767999999999999,11.294,11.004000000000001,10.859000000000002,,,,,12.5593,2018-04-04 19:36:48,2018-04,2018-04-05
